Chr	FungPos	CO.Type	Chromatid1	Chromatid2	GC.tracLength	GC.nbSNP	is.gc	Tetrad	CO.Event	Tetrad.CO.Event	SNP.F1	SNP.F2	SNP.MAP.F1	SNP.MAP.F2	SNP.MAP.GC	SNP.1	SNP.2	D1	D2	medianD	minTL	maxTL	Conv.ColLer	Conv.LerCol	Genotype
Chr4	17335678	1	3	4	1205	3	TRUE	Fi_Tet10	6	Fi_Tet10_CO_6	17334839	17336929	7	11	7_3_3_3_11	17335312	17335632	473	1297	1205	321	2090	3	0	Fi
Chr4	8966707	0	1	3	0	0	FALSE	Fi_Tet10	7	Fi_Tet10_CO_7	8966430	8966984	4	7	4_7	8966430	8966984	0	0	0	0	0	0	0	Fi
Chr5	15903498.5	0	1	4	0	0	FALSE	Fi_Tet10	8	Fi_Tet10_CO_8	15903095	15903902	4	11	4_11	15903095	15903902	0	0	0	0	0	0	0	Fi
Chr5	1667997.5	1	3	4	NA	7	TRUE	Fi_Tet10	9	Fi_Tet10_CO_9	1667417	1669685	11	7	11_15_15_15_15_15_7_3_7	1667834	1668652	417	1033	1543	819	2268	1	5	Fi
Chr5	25194490.25	1	1	2	1178.5	6	TRUE	Fi_Tet10	10	Fi_Tet10_CO_10	25193866	25195423	11	10	11_12_12_12_12_12_12_10	25193936	25194736	70	687	1178.5	801	1557	0	6	Fi
Chr5	4755750.5	0	1	3	0	0	FALSE	Fi_Tet10	11	Fi_Tet10_CO_11	4755467	4756034	7	4	7_4	4755467	4756034	0	0	0	0	0	0	0	Fi
Chr1	21443252.5	0	3	4	0	0	FALSE	wt_Tet5	1	wt_Tet5_CO_1	21442804	21443701	11	7	11_7	21442804	21443701	0	0	0	0	0	0	0	wt
Chr1	1144190.5	0	1	2	0	0	FALSE	wt_Tet5	2	wt_Tet5_CO_2	1144061	1144320	10	11	10_11	1144061	1144320	0	0	0	0	0	0	0	wt
Chr2	6303549.75	1	2	3	2088.5	3	TRUE	wt_Tet5	7	wt_Tet5_CO_7	6301229	6304618	6	4	6_2_2_2_4	6303782	6304570	2553	48	2088.5	789	3389	3	0	wt
Chr3	4732823	1	1	4	191	2	TRUE	wt_Tet5	8	wt_Tet5_CO_8	4732710	4733001	13	6	13_5_5_6	4732745	4732836	35	165	191	92	291	2	0	wt
Chr3	19181867	1	1	4	560	1	TRUE	wt_Tet5	9	wt_Tet5_CO_9	19181118	19182238	6	13	6_14_13	19182056	19182056	938	182	560	1	1120	0	1	wt
Chr4	6256513.25	1	2	3	461.5	2	TRUE	wt_Tet5	10	wt_Tet5_CO_10	6256117	6256792	6	4	6_2_2_4	6256448	6256696	331	96	461.5	249	675	2	0	wt
Chr5	14853506.75	1	2	3	1009.5	3	TRUE	wt_Tet5	11	wt_Tet5_CO_11	14852978	14854335	6	4	6_8_8_8_4	14853026	14853688	48	647	1009.5	663	1357	0	3	wt
